name,recclass,mass,fall,year,reclat,reclong
Lewis Cliff 85323,L6,874.4,Found,1985,-84.283330,161.083330
Lewis Cliff 85322,H6,582,Found,1985,-84.273760,161.376960
Lewis Cliff 85327,H5,439.4,Found,1985,-84.266110,161.316670
Lewis Cliff 85303,Eucrite-pmict,408,Found,1985,-84.266060,161.377820
Lewis Cliff 85319,H5,11491,Found,1985,-84.263980,161.395320
Lewis Cliff 85320,H5,110224,Found,1985,-84.262230,161.416280
Miller Range 85600,H5,496.9,Found,1985,-83.250000,157.000000
Geologists Range 85700,L6,2409,Found,1985,-82.500000,155.500000
Geologists Range 85701,L6,438.6,Found,1985,-82.500000,155.500000
Allan Hills 85016,L6,1412,Found,1985,-76.999840,156.959220
Allan Hills 85002,CK4,437.7,Found,1985,-76.916610,156.531940
Allan Hills 85019,LL6,632.8,Found,1985,-76.915080,156.531780
Allan Hills 85027,L6,370.4,Found,1985,-76.914330,156.630320
Allan Hills 85020,H6,744.3,Found,1985,-76.907010,156.786030
Allan Hills 85017,L6,2361.4,Found,1985,-76.903300,156.756630
Allan Hills 85030,H6,619.7,Found,1985,-76.889180,156.513550
Allan Hills 85018,H6,811.8,Found,1985,-76.882680,156.491940
Allan Hills 85032,H6,424.2,Found,1985,-76.863210,156.436320
Allan Hills 85026,L6,817.1,Found,1985,-76.858580,156.267510
Allan Hills 85025,H5,713,Found,1985,-76.855390,156.479910
Allan Hills 85021,H5,646.8,Found,1985,-76.854980,156.466060
Allan Hills 85024,H5,387.7,Found,1985,-76.845250,156.433430
Allan Hills 85022,L6,951.5,Found,1985,-76.843910,156.367090
Allan Hills 85029,L6,388.8,Found,1985,-76.839610,156.408720
Allan Hills 85023,H6,438.5,Found,1985,-76.837550,156.415070
Allan Hills 85035,LL6,420.1,Found,1985,-76.737320,159.391940
La Criolla,L6,45000,Fell,1985,-31.233330,-58.166670
Lavras do Sul,L5,1000,Found,1985,-30.800000,-53.900000
Aldama (a),Iron IIIAB,11000,Found,1985,28.833330,-105.866670
Monument Draw,Acapulcoite,524.5,Found,1985,32.503330,-102.743330
Wells,LL3.3,4135,Found,1985,33.050000,-101.933330
Griffith,Iron ungrouped,6000,Found,1985,33.716670,-102.816670
Sunray,H4,4300,Found,1985,36.000000,-101.833330
Oxford,H5,6000,Found,1985,40.166670,-99.666670
Sverdlovsk,H4/5,4500,Found,1985,57.000000,62.700000
Chaunskij,Mesosiderite-an,1990,Found,1985,69.100000,172.600000
Allan Hills 84058,L6,2002.5,Found,1984,-77.021750,156.999840
Allan Hills 84074,H5,757.5,Found,1984,-77.021260,156.983880
Allan Hills 84061,L6,676.4,Found,1984,-76.992890,156.955070
Allan Hills 84076,H5,368.7,Found,1984,-76.991480,156.968550
Allan Hills 84063,L5,759.6,Found,1984,-76.982680,156.933800
Allan Hills 84068,H5,1114.1,Found,1984,-76.927660,156.940550
Allan Hills 84081,LL6,612.3,Found,1984,-76.923650,156.951240
Allan Hills 84062,L6,958.2,Found,1984,-76.920620,156.875200
Allan Hills 84001,Martian (OPX),1930.9,Found,1984,-76.920310,156.773550
Allan Hills 84073,H5,630.6,Found,1984,-76.916080,156.970140
Allan Hills 84064,H5,1889.1,Found,1984,-76.914910,156.938700
Allan Hills 84097,L6,388.7,Found,1984,-76.910010,156.720890
Allan Hills 84079,L6,749.6,Found,1984,-76.908920,156.879240
Allan Hills 84070,L6,3951.7,Found,1984,-76.908240,156.880200
Allan Hills 84065,L6,1641.7,Found,1984,-76.899090,156.834140
Allan Hills 84005,L5,12000,Found,1984,-76.891020,156.893210
Allan Hills 84082,H6,556.6,Found,1984,-76.890740,157.058990
Allan Hills 84007,Aubrite,705.6,Found,1984,-76.877830,158.501930
Allan Hills 84057,L6,368.2,Found,1984,-76.835920,158.255180
Allan Hills 84072,L6,720.9,Found,1984,-76.835710,158.263840
Allan Hills 84028,CV3,735.9,Found,1984,-76.770660,158.892100
Allan Hills 84059,H4,856.9,Found,1984,-76.769880,158.803780
Allan Hills 84083,H6,419.7,Found,1984,-76.766790,158.796490
Allan Hills 84006,H4/5,16000,Found,1984,-76.762280,158.774380
Allan Hills 84069,H5,1136.3,Found,1984,-76.751370,158.840180
Allan Hills 84002,L6,7554,Found,1984,-76.742540,158.828860
Allan Hills 84003,H5,3088.7,Found,1984,-76.732170,158.669600
Allan Hills 84004,H4,9000,Found,1984,-76.731560,158.679420
Allan Hills 84055,H5,6900.5,Found,1984,-76.729440,158.741570
Allan Hills 84066,L6,355.8,Found,1984,-76.725970,158.648030
Allan Hills 84085,H5,554.2,Found,1984,-76.725530,158.716790
Allan Hills 84067,H5,391.2,Found,1984,-76.724770,158.715960
Allan Hills 84075,H5,788.6,Found,1984,-76.721440,158.764130
Allan Hills 84056,L6,2140.3,Found,1984,-76.716670,159.666670
Allan Hills 84071,H6,797.7,Found,1984,-76.716670,159.666670
Frontier Mountain 84001,L6,942,Found,1984,-72.954880,160.473280
Yamato 8435,L6,6748,Found,1984,-71.500000,35.666670
Yamato 8410,L5,1427.07,Found,1984,-71.500000,35.666670
Gan Gan,Iron IVA,83000,Found,1984,-42.666670,-68.083330
Binningup,H5,488.1,Fell,1984,-33.156390,115.676390
Kybo 001,LL5,2492.7,Found,1984,-31.183330,126.416670
Camel Donga,Eucrite-mmict,25000,Found,1984,-30.316670,126.616670
Millrose,L6,7464,Found,1984,-26.333330,121.000000
Mafuta,Iron IID,71500,Found,1984,-16.902500,30.407220
Quijingue,Pallasite PMG,59000,Found,1984,-10.750000,-39.216670
Jumapalo,L6,32490,Fell,1984,-7.716670,111.200000
Gujba,CBa,100000,Fell,1984,11.491670,11.658330
Gashua,L6,4162,Fell,1984,12.850000,11.033330
Claxton,L6,1455,Fell,1984,32.102500,-81.872780
Nantong,H6,529,Fell,1984,32.116670,121.800000
Zaoyang,H5,14250,Fell,1984,32.300000,112.750000
Roosevelt County 031,H3.9,397.1,Found,1984,33.783330,-103.550000
Macy,L6,42000,Found,1984,34.216670,-103.916670
Taiban (b),LL6,641,Found,1984,34.450000,-104.016670
Owasco,L6,168400,Found,1984,41.200000,-103.683330
Oliver,L6,6690,Found,1984,41.200000,-103.683330
Zhaodong,L4,42000,Fell,1984,45.816670,125.916670
Lemmon,H5,6680,Found,1984,45.933330,-102.183330
Twannberg,Iron IIG,20689,Found,1984,47.124440,7.178890
Darinskoe,Iron IIC,11200,Found,1984,51.416670,51.966670
Inland Forts 83500,Iron ungrouped,2523,Found,1983,-77.633330,161.000000
Allan Hills 83108,CO3.5,1519.4,Found,1983,-77.046390,157.077220
Allan Hills 83102,CM2,1786.2,Found,1983,-77.041640,157.154580
Allan Hills 83101,L6,639.2,Found,1983,-76.985330,156.876080
Allan Hills 83004,L6,813.9,Found,1983,-76.818490,158.157130
Allan Hills 83010,LL3.3,395.2,Found,1983,-76.769910,158.140500
Allan Hills 83001,L4,1568.6,Found,1983,-76.721090,158.737150
Allan Hills 83100,CM1/2,3019,Found,1983,-76.716670,159.666670
Allan Hills 83002,L5,367.1,Found,1983,-76.711580,158.774530
Elephant Moraine 83203,H5,545.6,Found,1983,-76.328610,157.230000
Elephant Moraine 83205,L6,470.8,Found,1983,-76.328330,157.229170
Elephant Moraine 83209,L6,520,Found,1983,-76.326110,157.178060
Elephant Moraine 83217,L6,374.7,Found,1983,-76.320280,157.261940
Elephant Moraine 83216,L6,789.9,Found,1983,-76.319440,157.191390
Elephant Moraine 83215,H6,510.4,Found,1983,-76.303610,157.233890
Elephant Moraine 83200,H5,778.8,Found,1983,-76.301110,157.183330
Elephant Moraine 83230,Iron ungrouped,530,Found,1983,-76.300830,157.251390
Elephant Moraine 83227,Eucrite-pmict,1973,Found,1983,-76.300000,157.273060
Elephant Moraine 83202,L5-6,1213.2,Found,1983,-76.299440,157.216940
Elephant Moraine 83237,L6,882.7,Found,1983,-76.297500,157.233890
Elephant Moraine 83201,H6,1059.8,Found,1983,-76.295000,157.288330
Elephant Moraine 83204,LL6,376.6,Found,1983,-76.293060,157.180000
Elephant Moraine 83212,Eucrite-pmict,402.1,Found,1983,-76.287500,157.238610
Elephant Moraine 83214,L6,1397.5,Found,1983,-76.286110,157.244720
Elephant Moraine 83228,Eucrite-pmict,1206,Found,1983,-76.285280,157.238890
Elephant Moraine 83206,L6,461.9,Found,1983,-76.283610,157.185000
Elephant Moraine 83213,LL3.7,2727,Found,1983,-76.282780,157.231950
Elephant Moraine 83244,L6,384.1,Found,1983,-76.281390,157.273890
Elephant Moraine 83210,L6,425.6,Found,1983,-76.281110,157.232220
Elephant Moraine 83238,L6,382.1,Found,1983,-76.273330,157.199170
Elephant Moraine 83207,H4,1238.3,Found,1983,-76.268890,157.172500
Elephant Moraine 83211,H4,542.7,Found,1983,-76.268610,157.161110
Tabbita,L6,3100,Found,1983,-34.050000,145.833330
San Borjita,L4,12300,Found,1983,-27.558610,-56.134440
Sainte Rose,H3.6,430,Found,1983,-21.192220,55.686390
Kidairat,H6,100000,Fell,1983,14.000000,28.000000
Zhaoping,Iron IAB complex,2e+06,Found,1983,24.233330,111.183330
Villa Coronado,H5,2900,Found,1983,26.750000,-105.250000
Torreon de Mata,L6,610,Found,1983,26.833330,-105.416670
Carichic,H5,17000,Found,1983,27.933330,-107.050000
Rahimyar Khan,L5,67225,Fell,1983,28.225000,70.200000
El Bahrain,L6,14000,Found,1983,28.600000,26.400000
Study Butte,H3-6,417,Found,1983,29.301670,-103.500000
Grayton,H5,11300,Found,1983,30.311670,-86.166670
Walcott,H5,2000,Found,1983,32.400000,-101.950000
Patricia,H5,14900,Found,1983,32.500000,-102.033330
Waverly,Iron IAB-an,4400,Found,1983,32.683330,-85.566670
Snyder,H3,16900,Found,1983,32.716670,-100.916670
Ningqiang,C3-ung,4610,Fell,1983,32.925000,105.906670
Lewiston,H4,4416,Found,1983,34.008330,-103.602780
Roosevelt County 020,L5,528,Found,1983,34.133330,-103.566670
Techado,Iron IIE,810,Found,1983,34.533330,-108.350000
Maryville,L6,1443,Fell,1983,35.800000,-84.100000
Richfield,LL3.7,40800,Found,1983,37.222220,-101.681390
Great Bend,H6,28770,Found,1983,38.395000,-98.915830
Sharon Springs,L6,23400,Found,1983,38.770830,-101.798330
Gaylord,H4,8480,Found,1983,39.616670,-98.700000
Edmond,H6,4000,Found,1983,39.766670,-99.916670
Sappa,L6,5950,Found,1983,39.844330,-100.510000
Julesburg,L3.6,57900,Found,1983,39.975000,-102.266670
Flandreau,H5,21360,Found,1983,44.048330,-96.591670
Melnikovo,LL6,545.6,Found,1983,49.783330,35.600000
Ivanovka,H5,8870,Found,1983,54.500000,52.800000
Ozernoe,L6,1830,Found,1983,54.900000,62.800000
Burkhala,Iron IAB-ung,1825,Found,1983,63.800000,149.000000
Pecora Escarpment 82506,Ureilite,5316,Found,1982,-85.691090,-67.713080
Pecora Escarpment 82507,LL6,479.8,Found,1982,-85.686580,-67.778390
Pecora Escarpment 82504,L5,3093.6,Found,1982,-85.679250,-68.724320
Pecora Escarpment 82508,L6,389.3,Found,1982,-85.662140,-68.350000
Pecora Escarpment 82503,L6,8308,Found,1982,-85.633330,-68.700000
Pecora Escarpment 82502,Eucrite-unbr,890.4,Found,1982,-85.633330,-68.700000
Pecora Escarpment 82505,L5,3085.5,Found,1982,-85.616210,-68.587300
Thiel Mountains 82405,H6,1115.7,Found,1982,-85.250000,-91.000000
Thiel Mountains 82402,LL6,476,Found,1982,-85.163240,-94.621270
Taylor Glacier 82700,L4,892.1,Found,1982,-77.733330,162.166670
Allan Hills 82104,L5,398.8,Found,1982,-77.050740,157.198340
Allan Hills 82105,L6,363.3,Found,1982,-77.048670,157.183330
Allan Hills 82103,H5,2529.2,Found,1982,-76.896610,156.991370
Elephant Moraine 82603,H5,8210,Found,1982,-76.298610,157.330830
Elephant Moraine 82602,H4,1824.1,Found,1982,-76.291390,157.208330
Elephant Moraine 82606,L6,981.9,Found,1982,-76.291390,157.208610
Elephant Moraine 82605,L6,624.6,Found,1982,-76.291390,157.209170
Elephant Moraine 82604,H5,1570.6,Found,1982,-76.183330,157.166670
Yamato 82111,H6,9011,Found,1982,-71.500000,35.666670
Yamato 82163,H6,3622,Found,1982,-71.500000,35.666670
Yamato 82188,H5,2581,Found,1982,-71.500000,35.666670
Yamato 82053,H5,2100,Found,1982,-71.500000,35.666670
Yamato 82050,CO3.2,1906.61,Found,1982,-71.500000,35.666670
Yamato 82122,H6,1521.8,Found,1982,-71.500000,35.666670
Yamato 82187,L6,1238.83,Found,1982,-71.500000,35.666670
Yamato 82177,H6,1122.64,Found,1982,-71.500000,35.666670
Yamato 82055,L3.6,946.75,Found,1982,-71.500000,35.666670
Yamato 82081,L6,939.27,Found,1982,-71.500000,35.666670
Yamato 82056,L3.6,913.79,Found,1982,-71.500000,35.666670
Yamato 82178,L6,884.6,Found,1982,-71.500000,35.666670
Yamato 82161,H6,757.56,Found,1982,-71.500000,35.666670
Yamato 82095,L3.6,710.18,Found,1982,-71.500000,35.666670
Yamato 82082,Eucrite-pmict,662.28,Found,1982,-71.500000,35.666670
Yamato 82024,L6,420.49,Found,1982,-71.500000,35.666670
Yamato 82164,H4,398.66,Found,1982,-71.500000,35.666670
Reid 007,L6,2050,Found,1982,-30.650000,128.408330
Forrest 010,L4,359,Found,1982,-30.116670,127.866670
Gujargaon,H5,2449,Fell,1982,22.983330,76.050000
Qidong,L/LL5,1275,Fell,1982,32.083330,121.500000
Roosevelt County 019,L5,450,Found,1982,34.116670,-103.566670
Ragland,LL3.4,12100,Found,1982,34.767780,-103.550000
Gunlock,L3.2,6800,Found,1982,37.283330,-113.783330
Wethersfield (1982),L6,2756,Fell,1982,41.710560,-72.673610
Bayard,L5,75000,Found,1982,41.816670,-103.366670
Naiman,L6,1050,Found,1982,42.833330,120.666670
Wilder,H5,26600,Found,1982,43.724440,-116.911670
Drayton,H4/5,2350,Found,1982,48.666670,-97.116670
Allan Hills A81021,EL6,695.1,Found,1981,-76.830770,158.230570
Allan Hills A81023,L5,418.3,Found,1981,-76.830050,158.221640
Allan Hills A81022,H4,912.5,Found,1981,-76.828510,158.225220
Allan Hills A81019,H5,1051.2,Found,1981,-76.827430,158.211170
Allan Hills A81018,L5,2236.9,Found,1981,-76.826010,158.194120
Allan Hills A81017,L5,1434.4,Found,1981,-76.773610,159.277500
Allan Hills A81013,Iron IIAB,17727,Found,1981,-76.747560,158.843380
Allan Hills A81016,L6,3850.2,Found,1981,-76.732940,158.806980
Allan Hills A81011,Eucrite-pmict,405.7,Found,1981,-76.726110,159.410280
Allan Hills A81042,H5,534.4,Found,1981,-76.722160,158.763180
Allan Hills A81041,H4,728.8,Found,1981,-76.721900,158.761580
Allan Hills A81044,H4,386.8,Found,1981,-76.719450,158.765060
Allan Hills A81059,Mesosiderite-B1,539.5,Found,1981,-76.717450,158.733430
Allan Hills A81015,H5,5489,Found,1981,-76.713670,158.781260
Allan Hills A81031,L3.4,1594.9,Found,1981,-76.705000,159.379440
Allan Hills A81030,L3.4,1851.6,Found,1981,-76.701390,159.388610
Allan Hills A81032,L3.4,726.8,Found,1981,-76.698060,159.387500
Allan Hills A81025,L3.6,379,Found,1981,-76.693890,159.373060
Allan Hills A81020,H5,1352.5,Found,1981,-76.693330,159.076670
Allan Hills A81027,L6,3835.3,Found,1981,-76.690000,159.263050
Allan Hills A81026,L6,515.5,Found,1981,-76.681390,159.346670
Allan Hills A81024,H3.6,797.7,Found,1981,-76.678440,159.266140
Yamato 81124,H5,10790,Found,1981,-71.500000,35.666670
Yamato 81132,H5,6607,Found,1981,-71.500000,35.666670
Yamato 81049,L6,2748,Found,1981,-71.500000,35.666670
Yamato 81075,L4,1161.37,Found,1981,-71.500000,35.666670
Yamato 81016,H5,1006.33,Found,1981,-71.500000,35.666670
Yamato 81070,L4,430.83,Found,1981,-71.500000,35.666670
Yamato 81058,H4,395.02,Found,1981,-71.500000,35.666670
Yamato 81012,H5,380.65,Found,1981,-71.500000,35.666670
Eltanin,Mesosiderite,1200,Found,1981,-57.786670,-90.793330
Binya,Iron IIIF,11300,Found,1981,-34.225000,146.381670
Machinga,L6,93200,Fell,1981,-15.212220,35.242220
Lovina,Iron ungrouped,8200,Found,1981,-8.650000,115.216670
Gursum,H4/5,34650,Fell,1981,9.366670,42.416670
Chiang Khan,H6,367,Fell,1981,17.900000,101.633330
Davy (b),H4,3770,Found,1981,29.008330,-97.705560
Acuña,Iron IIIAB,217700,Found,1981,29.316670,-100.966670
Zhongxiang,Iron,100000,Found,1981,31.200000,112.500000
Cat Mountain,L5,2700,Found,1981,32.148330,-111.111670
Lamesa,Iron IAB-sLM,16900,Found,1981,32.883330,-101.883330
Meadow (b),L6,691,Found,1981,33.331390,-102.268890
Edmonson (b),H4,14402,Found,1981,34.283330,-101.833330
Dimmitt (b),OC,2800,Found,1981,34.483330,-102.328330
Friona,L5,21900,Found,1981,34.540000,-102.568330
Tulia (d),H6,17700,Found,1981,34.606670,-101.766670
Tule Draw,H5,2300,Found,1981,34.666670,-102.000000
Kaffir (d),L5,26760,Found,1981,34.671670,-101.815000
Dawn (a),H6,7682,Found,1981,34.860000,-102.120000
Dahmani,LL6,18000,Fell,1981,35.616670,8.833330
Akyumak,Iron IVA,50000,Fell,1981,39.916670,42.816670
Wolsey,Iron IAB-MG,74830,Found,1981,44.400000,-98.533330
Divnoe,Achondrite-ung,12700,Found,1981,45.700000,43.700000
Kamyshla,L6,1540,Found,1981,54.000000,52.200000
Ural,OC,9400,Found,1981,55.800000,66.000000
Omolon,Pallasite PMG,250000,Fell,1981,64.020000,161.808330
Anyujskij,Iron IIAB,100000,Found,1981,66.900000,164.200000
Bilibino,Iron IIAB,1e+06,Found,1981,67.300000,160.800000
Allan Hills A80105,L6,445.1,Found,1980,-76.774170,159.275560
Allan Hills A80101,L6,8725,Found,1980,-76.773890,159.275000
Allan Hills A80103,L6,535.9,Found,1980,-76.773890,159.276110
Allan Hills A80104,Iron ungrouped,882,Found,1980,-76.728330,159.292780
Allan Hills A80102,Eucrite-pmict,471.2,Found,1980,-76.690280,159.252500
Allan Hills A80106,H4,432.2,Found,1980,-76.690280,159.254440
Reckling Peak A80202,L6,544.5,Found,1980,-76.250900,158.307970
Reckling Peak A80201,H6,813,Found,1980,-76.231280,158.442610
Reckling Peak A80233,H5,413.5,Found,1980,-76.221720,158.684680
Yamato 8011,L6,571.16,Found,1980,-71.500000,35.666670
Forrest 002,L6,26000,Found,1980,-30.983330,127.883330
Cosmo Newberry,Iron IIAB,2156,Found,1980,-27.950000,122.883330
Kaidun,CR2,2000,Fell,1980,15.000000,48.300000
Lunan,H6,2520,Fell,1980,24.800000,103.300000
Nainital,L,5000,Found,1980,29.366670,79.433330
Pedernales,Iron IAB complex,691,Found,1980,30.333330,-98.950000
Richland Springs,OC,1900,Fell,1980,31.250000,-99.033330
Morton,H6,6400,Found,1980,33.716670,-102.766670
Roosevelt County 089,H5,1615,Found,1980,34.133330,-103.533330
Springlake,L6,17300,Found,1980,34.344440,-102.223610
Rock Creek,L5,1641,Found,1980,34.422220,-101.497500
Kaffir (c),L6,7947,Found,1980,34.671670,-101.815000
Ragland Hill,H5,11800,Found,1980,34.783330,-103.666670
Mianchi,H5,1100,Fell,1980,34.800000,111.700000
Dumas (b),H6,2284,Found,1980,35.925000,-101.895000
Guangrao,L6,1900,Fell,1980,37.100000,118.400000
McCracken,H4/5,1530,Found,1980,38.525000,-99.810000
Page City,Iron IVA,13630,Found,1980,39.166670,-101.283330
Retuerta del Bullaque,Iron IAB-MG,100000,Found,1980,39.458890,-4.377500
Xi Ujimgin,L/LL6-an,5900,Fell,1980,44.666670,117.500000
Allan Hills A79025,H5,1208,Found,1979,-76.716670,159.666670
Allan Hills A79016,H6,1146,Found,1979,-76.716670,159.666670
Allan Hills A79026,H5,572,Found,1979,-76.716670,159.666670
Allan Hills A79029,H5,505.5,Found,1979,-76.716670,159.666670
Elephant Moraine A79002,Diogenite,2843,Found,1979,-76.330000,157.242780
Elephant Moraine A79004,Eucrite-pmict,390.3,Found,1979,-76.291670,157.239450
Elephant Moraine A79006,Eucrite-pmict,716.4,Found,1979,-76.291110,157.222780
Elephant Moraine A79005,Eucrite-pmict,450.9,Found,1979,-76.291110,157.239440
Elephant Moraine A79001,Martian (shergottite),7942,Found,1979,-76.290830,157.266670
Elephant Moraine A79003,L6,435.6,Found,1979,-76.290000,157.238330
Reckling Peak A79001,L6,3006,Found,1979,-76.266670,159.250000
Reckling Peak A79004,H5,370.9,Found,1979,-76.266670,159.250000
Reckling Peak A79015,Mesosiderite-an,10022,Found,1979,-76.215410,158.539200
Belgica 7904,C2-ung,1234,Found,1979,-72.583330,31.250000
Yamato 791717,CO3.3,25322,Found,1979,-71.500000,35.666670
Yamato 793235,L6,18126,Found,1979,-71.500000,35.666670
Yamato 791785,H5,8826,Found,1979,-71.500000,35.666670
Yamato 791869,H5,6784,Found,1979,-71.500000,35.666670
Yamato 790957,L5/6,6175,Found,1979,-71.500000,35.666670
Yamato 790723,LL,5483.2,Found,1979,-71.500000,35.666670
Yamato 793375,L3.6,4864,Found,1979,-71.500000,35.666670
Yamato 793496,L6,4583,Found,1979,-71.500000,35.666670
Yamato 792769,Eucrite-pmict,4232,Found,1979,-71.500000,35.666670
Yamato 792770,H6,4179,Found,1979,-71.500000,35.666670
Yamato 792736,H4,3904,Found,1979,-71.500000,35.666670
Yamato 793168,L6,3859,Found,1979,-71.500000,35.666670
Yamato 790448,LL3.2,3480,Found,1979,-71.500000,35.666670
Yamato 790964,LL,3335,Found,1979,-71.500000,35.666670
Yamato 791209,H5,3288,Found,1979,-71.500000,35.666670
Yamato 793214,LL5,3111,Found,1979,-71.500000,35.666670
Yamato 793464,L6,2801,Found,1979,-71.500000,35.666670
Yamato 792771,H5,2697,Found,1979,-71.500000,35.666670
Yamato 792764,H4,2649,Found,1979,-71.500000,35.666670
Yamato 791926,H5,2602,Found,1979,-71.500000,35.666670
Yamato 793401,L6,2554,Found,1979,-71.500000,35.666670
Yamato 791776,H6,2543,Found,1979,-71.500000,35.666670
Yamato 790946,L6,2507,Found,1979,-71.500000,35.666670
Yamato 791630,L4,2243,Found,1979,-71.500000,35.666670
Yamato 790724,Iron IIIAB,2166,Found,1979,-71.500000,35.666670
Yamato 791088,H6,2138,Found,1979,-71.500000,35.666670
Yamato 791406,H4,2048,Found,1979,-71.500000,35.666670
Yamato 791539,LL,1907,Found,1979,-71.500000,35.666670
Yamato 791905,H5,1847,Found,1979,-71.500000,35.666670
Yamato 791312,H4/5,1841,Found,1979,-71.500000,35.666670
Yamato 790739,LL6,1831.3,Found,1979,-71.500000,35.666670
Yamato 792761,H6,1719,Found,1979,-71.500000,35.666670
Yamato 790749,H4,1714.8,Found,1979,-71.500000,35.666670
Yamato 791710,L4,1607,Found,1979,-71.500000,35.666670
Yamato 790445,H5,1574,Found,1979,-71.500000,35.666670
Yamato 791845,H6,1559,Found,1979,-71.500000,35.666670
Yamato 790519,LL,1388.4,Found,1979,-71.500000,35.666670
Yamato 791961,L3.6,1387,Found,1979,-71.500000,35.666670
Yamato 790462,L6,1371,Found,1979,-71.500000,35.666670
Yamato 791925,L4,1311,Found,1979,-71.500000,35.666670
Yamato 790269,H4,1269.2,Found,1979,-71.500000,35.666670
Yamato 791500,H3/4,1252,Found,1979,-71.500000,35.666670
Yamato 794044,L6,1228,Found,1979,-71.500000,35.666670
Yamato 793539,LL6,1224,Found,1979,-71.500000,35.666670
Yamato 793408,H3.2-an,1140,Found,1979,-71.500000,35.666670
Yamato 793444,H4,1099,Found,1979,-71.500000,35.666670
Yamato 793201,L6,1087,Found,1979,-71.500000,35.666670
Yamato 791028,H5,1053,Found,1979,-71.500000,35.666670
Yamato 792772,LL4,1044,Found,1979,-71.500000,35.666670
Yamato 791956,L6,1015,Found,1979,-71.500000,35.666670
Yamato 790529,LL5,952.9,Found,1979,-71.500000,35.666670
Yamato 793506,LL6,939,Found,1979,-71.500000,35.666670
Yamato 790782,LL,938.8,Found,1979,-71.500000,35.666670
Yamato 793241,L6,938,Found,1979,-71.500000,35.666670
Yamato 793251,H5,844,Found,1979,-71.500000,35.666670
Yamato 791828,L3.9,841,Found,1979,-71.500000,35.666670
Yamato 791536,LL6,839,Found,1979,-71.500000,35.666670
Yamato 794051,L6,832,Found,1979,-71.500000,35.666670
Yamato 791958,L6,826,Found,1979,-71.500000,35.666670
Yamato 793283,H6,817,Found,1979,-71.500000,35.666670
Yamato 791421,L5-6,811,Found,1979,-71.500000,35.666670
Yamato 793594,H5,803.4,Found,1979,-71.500000,35.666670
Yamato 790461,H3.7,778.9,Found,1979,-71.500000,35.666670
Yamato 790528,LL,777.7,Found,1979,-71.500000,35.666670
Yamato 792935,H5,760,Found,1979,-71.500000,35.666670
Yamato 791668,LL4,732,Found,1979,-71.500000,35.666670
Yamato 791865,L6,729,Found,1979,-71.500000,35.666670
Yamato 790446,L6/7,713,Found,1979,-71.500000,35.666670
Yamato 793534,L,706,Found,1979,-71.500000,35.666670
Yamato 793567,H3.4,700,Found,1979,-71.500000,35.666670
Yamato 790756,H4,699.1,Found,1979,-71.500000,35.666670
Yamato 791821,H5,662,Found,1979,-71.500000,35.666670
Yamato 793591,Eucrite,661.8,Found,1979,-71.500000,35.666670
Yamato 791635,L4,653,Found,1979,-71.500000,35.666670
Yamato 791027,H5,646,Found,1979,-71.500000,35.666670
Yamato 791313,H5,640,Found,1979,-71.500000,35.666670
Yamato 791633,L4,634.33,Found,1979,-71.500000,35.666670
Yamato 791314,H4,626,Found,1979,-71.500000,35.666670
Yamato 792510,Eucrite-mmict,608.73,Found,1979,-71.500000,35.666670
Yamato 790460,H3.7,586,Found,1979,-71.500000,35.666670
Yamato 791087,H3.7,579.84,Found,1979,-71.500000,35.666670
Yamato 790959,L6,578.01,Found,1979,-71.500000,35.666670
Yamato 791820,H5,572.12,Found,1979,-71.500000,35.666670
Yamato 792519,L4-6,571.43,Found,1979,-71.500000,35.666670
Yamato 791486,L6,565.51,Found,1979,-71.500000,35.666670
Yamato 790520,LL6,565.3,Found,1979,-71.500000,35.666670
Yamato 791444,H4,550.84,Found,1979,-71.500000,35.666670
Yamato 791428,H3.7,548.94,Found,1979,-71.500000,35.666670
Yamato 793222,H5,545.97,Found,1979,-71.500000,35.666670
Yamato 791670,L4,541.72,Found,1979,-71.500000,35.666670
Yamato 793409,H5,539.61,Found,1979,-71.500000,35.666670
Yamato 793167,H5,536.26,Found,1979,-71.500000,35.666670
Yamato 791632,L5,534.79,Found,1979,-71.500000,35.666670
Yamato 792506,H4,531.59,Found,1979,-71.500000,35.666670
Yamato 793533,LL6,510.32,Found,1979,-71.500000,35.666670
Yamato 790757,LL,507.6,Found,1979,-71.500000,35.666670
Yamato 791427,H5,507.05,Found,1979,-71.500000,35.666670
Yamato 790748,H6,498.8,Found,1979,-71.500000,35.666670
Yamato 791566,L6,497.17,Found,1979,-71.500000,35.666670
Yamato 790734,L6,492.8,Found,1979,-71.500000,35.666670
Yamato 791563,H4,487.87,Found,1979,-71.500000,35.666670
Yamato 791577,L6,481.41,Found,1979,-71.500000,35.666670
Yamato 790247,L5,475.9,Found,1979,-71.500000,35.666670
Yamato 793514,H5,473.6,Found,1979,-71.500000,35.666670
Yamato 791677,L4,473.05,Found,1979,-71.500000,35.666670
Yamato 790499,L6,469.2,Found,1979,-71.500000,35.666670
Yamato 790783,LL6,468.9,Found,1979,-71.500000,35.666670
Yamato 790522,LL4,468.5,Found,1979,-71.500000,35.666670
Yamato 790746,H5-6,465.9,Found,1979,-71.500000,35.666670
Yamato 791927,L6,444.17,Found,1979,-71.500000,35.666670
Yamato 793515,H5-6,440.73,Found,1979,-71.500000,35.666670
Yamato 792521,H4,438.85,Found,1979,-71.500000,35.666670
